stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,32.69,0,0,0,0,0,302.39,0,0,0,122.59,0,0,0,0,0,0,0,0
72hpf,8.56,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,2.14,7.49,0,11.77,0,0,0,0,52.42,263.17,0,0,0,38.51,0,0,13.91,0,8.56,0,0,0
21Day,1.34,0,0,1.34,0,2.68,0,0,0,0,0,0,0,0,0,0,4.02,0,8.03,0,0,1.34,0,41.49,152.59,0,0,0,18.74,4.02,5.35,2.68,0,13.39,0,0,1.34
3Month,0,0.96,1.6,10.56,0.32,0,0.32,0.32,2.24,4.8,0,18.24,6.08,0.32,7.04,1.6,1.6,2.88,6.08,0.32,0.32,1.28,0.96,0.64,16.64,1.28,0.64,0,0.64,4.48,291.79,2.88,0.32,6.72,2.88,433.21,4.48
22Month,0,6.56,0.55,8.75,0,0,0.55,1.09,0.55,4.92,2.73,70.52,4.37,1.64,14.21,0,2.73,12.03,6.01,0,2.73,0.55,0,0,3.28,1.64,0,0.55,0,0.55,77.62,2.73,0.55,0.55,0.55,3.28,7.11
