stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,12.26,0,44.95,0,0,0,0,0,0,0,4.09,0,0,0,4.09,16.35,16.35,53.12,118.51,0,0,0,4.09,138.94,829.54,0,0,4.09,0,0,0,0,0,12.26,0,0,0
72hpf,4.28,5.35,0,4.28,4.28,5.35,0,0,0,0,0,1.07,1.07,0,0,1.07,10.7,8.56,4.28,21.4,0,25.67,0,4.28,620.48,90.93,1.07,2.14,17.12,2.14,2.14,14.98,27.81,7.49,13.91,0,0,0
21Day,4.02,1.34,10.71,14.72,0,9.37,0,0,0,1.34,0,0,1.34,0,2.68,1.34,1.34,4.02,20.08,30.79,0,1.34,1.34,0,143.22,50.86,0,4.02,20.08,5.35,4.02,20.08,4.02,5.35,1.34,0,0,1.34
3Month,0,0.64,1.6,16,0.32,0,0.32,0.32,7.68,0,0,0,109.42,4.16,0.64,8.96,1.28,11.52,17.28,7.04,0.32,0,2.56,2.24,4.8,0,2.88,2.56,0.32,1.6,64.95,0.64,0.32,0,0,5.12,2.88,3.2
22Month,0,6.56,4.92,13.67,0.55,0,0,0,4.37,4.37,5.47,0,175.48,0.55,0,13.67,1.64,2.73,22.96,8.75,0.55,4.37,4.37,0,4.92,0.55,3.83,7.11,0.55,0.55,32.8,1.64,0.55,0,0.55,0.55,0.55,0.55
