stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,9.63,0,9.63,0,0,0,0,66.33,20.33,0,0,0,2.14,0,0,4.28,2.14,0,0,0
21Day,2.68,0,0,9.37,0,1.34,0,1.34,0,0,0,1.34,2.68,0,8.03,0,6.69,0,0,1.34,0,34.8,8.03,0,1.34,0,6.69,6.69,0,2.68,0,0,0,0
3Month,0,1.28,0.96,12.48,0,0,1.28,4.16,0,18.24,3.52,0.32,4.16,2.88,1.6,3.52,9.6,0.96,0,5.44,0.96,0.32,0,0.32,0,0,0.32,1.28,6.08,0.32,0,0.96,0.96,2.88
22Month,0,2.73,2.19,9.84,0.55,0.55,3.28,13.67,3.28,121.36,4.37,1.64,15.85,1.09,2.73,7.65,11.48,0,4.37,4.92,0,0.55,0.55,1.09,0.55,0.55,0.55,1.09,6.01,0.55,0,1.64,0,1.09
