stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,143.02,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,36.78,0,0,0,12.26,81.73,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.49,0,0,11.77,1.07,1.07,0,1.07,0,0,0,0,0,0,0,3.21,65.26,0,280.29,0,2.14,0,52.42,26.74,2.14,1.07,94.14,0,0,5.35,0,0,5.35,0,0,0
21Day,10.71,4.02,0,30.79,6.69,22.76,0,1.34,0,0,0,4.02,0,6.69,4.02,4.02,18.74,5.35,1788.28,0,5.35,0,44.17,6.69,0,0,143.22,26.77,2.68,1.34,6.69,6.69,5.35,0,0,2.68
3Month,4.48,6.4,0.32,14.4,0,0,2.56,0,0.32,0.96,17.28,20.16,4.16,0.64,7.68,0.64,35.83,6.4,458.49,112.94,10.24,0.96,1.6,0,1.6,0,1.6,3.52,15.04,0,0,0,0.64,3.52,6.08,3.52
22Month,1.09,3.28,0.55,6.56,0,0,0.55,0,0,1.09,1.64,31.16,0.55,0.55,3.83,0,2.73,1.64,148.69,4.92,2.73,0,0,0.55,6.01,0.55,0.55,0.55,12.03,0.55,0,0,0,0,0,1.09
