stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,35.3,0,1.07,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,3.21,3.21,0,0,0,0,0,0,0,0,0,0,0
21Day,5.35,0,0,10.71,0,22.76,0,6.69,0,0,0,0,0,1.34,176.69,0,2.68,9.37,22.76,20.08,0,0,2.68,0,25.43,9.37,0,0,0,6.69,12.05,0,2.68,1.34,0,0,305.19
3Month,0.96,1.6,1.6,29.44,0.32,0,2.56,0,0.32,2.24,12.48,0,22.4,15.36,27.84,9.92,1.92,11.84,33.27,13.12,2.56,0,2.24,2.88,0.96,0,1.6,1.6,0,0.32,6.72,11.52,0.32,0.32,4.8,6.72,881.46
22Month,0,3.28,1.64,8.75,0.55,0,3.83,0,0,0.55,14.76,3.28,41,4.92,24.05,3.28,0,1.64,26.24,10.93,0.55,4.92,1.09,0,0.55,0.55,2.19,0,1.09,0.55,3.28,1.09,0.55,0,0,0,401.79
