stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,40.86,0,4.09,0,0,0,0,0,0,0,0,0,77.64,0,12.26,16.35,0,0,20.43,12.26,486.28,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,6.42,8.56,1.07,0,0,0,0,0,0,0,0,0,1.07,7.49,0,1.07,0,0,1.07,53.49,18.19,2.14,0,0,1.07,1.07,0,25.67,2.14,0,0,0
21Day,0,0,0,9.37,17.4,1.34,0,0,0,0,0,2.68,0,1.34,2.68,1.34,5.35,0,2.68,0,0,0,26.77,8.03,5.35,0,0,0,0,5.35,9.37,2.68,0,0,1.34
3Month,0,3.84,1.6,120.3,2.88,0,0.96,0.32,2.24,4.8,0,23.68,5.44,0.64,14.4,20.16,6.08,5.12,5.44,0.32,1.92,6.4,15.04,1.28,7.36,0.96,0,0,5.44,117.42,0.96,1.6,1.28,1273.4,2.88
22Month,0,0,0.55,104.41,2.19,0,1.09,0,1.09,0.55,0.55,12.57,0,0.55,4.92,3.83,0.55,0.55,1.64,0,2.19,2.73,10.93,0,2.73,0.55,1.64,0,0,36.08,1.09,0,0,6.56,0
