stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,4.09,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,649.74,28.6,0,0,0,0,8.17,167.54,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,6.42,0,3.21,0,2.14,0,2.14,0,0,0,0,0,5.35,0,3.21,7.49,16.05,13.91,0,0,1.07,0,135.86,93.07,0,1.07,0,19.26,0,0,4.28,1.07,1.07,0,0,0
21Day,4.02,4.02,0,17.4,0,4.02,0,4.02,0,0,0,2.68,2.68,26.77,0,1.34,5.35,215.5,10.71,0,0,1.34,0,29.45,17.4,0,0,0,2.68,5.35,1.34,1.34,1.34,1.34,0,0,6.69
3Month,0,13.76,0.64,20.8,0.32,0,0,0.96,1.6,4.16,0,12.48,7.36,1.6,6.4,0.32,3.52,421.37,4.48,1.28,0.32,1.6,1.28,0.96,0,0.64,0.32,0,0,3.84,5.76,0,0,0,2.24,3.52,8.64
22Month,0,73.25,1.09,45.92,0,0,1.09,1.64,0.55,5.47,2.73,31.71,2.73,4.92,11.48,0.55,2.19,215.38,8.2,0,2.73,1.09,0,0,0,0,0,0.55,0,1.09,9.29,1.09,1.09,0,0,0,9.84
