stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,69.47,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,5.35,1.07,6.42,0,0,0,0,0,0,0,0,0,6.42,1.07,9.63,0,0,0,0,350.89,164.75,0,3.21,11.77,0,0,75.96,1.07,1.07,2.14,0,0,0
21Day,5.35,0,40.16,1.34,4.02,0,0,0,0,0,0,0,0,1.34,8.03,0,21.42,0,0,0,0,156.61,62.91,0,0,6.69,4.02,1.34,14.72,0,0,1.34,0,0,1.34
3Month,0,0.64,19.84,0,0,0.32,0,0.32,1.28,0.96,0,15.68,2.24,1.92,6.08,1.6,9.92,1.92,0,0.64,0.32,5.76,0.32,0.64,1.6,0,0,0.64,0.64,0,0,0,3.2,0.96,0.32
22Month,0,1.64,3.28,0,0,0,0.55,0,0,1.09,0.55,21.87,0.55,2.73,1.64,2.73,13.12,0,0.55,0,0,1.64,0,0,0.55,0.55,0,1.64,1.09,0,0,0,0,0,0.55
