stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,8.17,8.17,36.78,0,0,0,0,16.35,200.23,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,3.21,0,1.07,1.07,0,0,0,0,0,0,0,1.07,0,1.07,3.21,2.14,10.7,0,1.07,0,1.07,32.09,22.47,0,0,8.56,0,0,1.07,0,1.07,1.07,0,0,0
21Day,2.68,0,0,6.69,5.35,0,5.35,0,0,0,2.68,0,1.34,0,1.34,5.35,4.02,6.69,0,0,1.34,0,8.03,9.37,0,2.68,1.34,2.68,2.68,0,1.34,2.68,0,0,0,1.34
3Month,0,1.28,0,8.64,0,0.32,0.32,1.6,5.44,0,12.8,0.64,0,5.44,0.32,5.12,4.16,2.88,0.32,0,0.64,1.28,0,0,0.32,1.28,0.64,1.28,42.55,0.32,0,0,0,1.6,13.76,1.28
22Month,0,0.55,1.09,1.09,0,0.55,0,0.55,3.28,1.09,28.97,0.55,1.09,8.75,1.09,1.64,4.37,6.01,0,0,0,0,0,0,0.55,0.55,0,0,9.29,0,0,0,0,0.55,0,0.55
