stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,429.07,0,0,0,0,0,0,0,0,0,0,0,0,4.09,20.43,12.26,241.1,0,0,0,53.12,147.11,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,3.21,0,0,39.58,14.98,0,0,0,0,0,0,0,0,0,0,0,6.42,23.54,0,124.1,1.07,1.07,0,55.63,24.61,0,2.14,77.02,0,0,2.14,0,1.07,0,0,0
21Day,4.02,0,0,24.09,0,5.35,0,0,0,0,0,0,0,1.34,2.68,0,1.34,5.35,2.68,152.59,1.34,5.35,1.34,32.12,5.35,0,5.35,10.71,5.35,5.35,0,1.34,0,1.34,0,0
3Month,0,0.64,0,69.75,0,0,0.32,0,5.12,1.28,3.84,0,6.08,2.24,0.32,2.56,1.28,13.12,2.88,60.79,8,0.32,0.32,1.6,0,0.32,2.88,0,0.96,24.64,0,0,0,31.04,15.36,0.96
22Month,0,1.09,1.09,54.67,0,0,0,0.55,0.55,2.73,3.28,1.09,10.93,0,0,0.55,0,1.64,0,15.31,3.28,2.19,0,0.55,0,1.09,0,0,0,19.68,0,0,0,2.19,0,0
