stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,0,0,73.56,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,28.6,0,0,0,4.09,0,237.01,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,25.67,5.35,1.07,48.14,22.47,3.21,0,0,0,0,0,0,0,0,0,10.7,10.7,1.07,18.19,0,0,0,0,75.96,184,0,11.77,0,22.47,0,0,18.19,0,12.84,0,0,0
21Day,17.4,2.68,0,20.08,13.39,6.69,0,0,0,0,0,1.34,0,0,2.68,2.68,2.68,1.34,32.12,0,0,5.35,0,42.83,20.08,1.34,26.77,0,14.72,5.35,0,1.34,0,1.34,0,0,1.34
3Month,0.96,2.88,0.96,19.52,0.32,0,0.32,0.32,1.6,2.88,0,22.4,4.16,0.32,18.24,1.92,2.24,1.28,15.68,1.92,0,3.52,4.8,0.32,0.64,1.6,9.92,0,0.96,1.92,5.12,0.32,0,0,5.12,15.36,0.96
22Month,0,1.64,1.64,11.48,0,0,0.55,0,1.09,4.92,25.69,78.17,2.73,0,13.67,0.55,1.64,1.64,15.85,0,2.19,0.55,0.55,0,0.55,1.64,7.11,0.55,0,0,1.09,0,1.09,0,0,0,0
