stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,339.17,0,0,151.2,8.17,0,0,0,0,0,0,0,8.17,0,0,0,0,8.17,40.86,0,196.15,0,0,0,0,49.04,1091.07,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,334.84,18.19,0,227.87,176.52,86.65,0,2.14,0,0,0,0,3.21,0,0,1.07,0,33.16,610.85,16.05,638.67,0,5.35,22.47,4.28,7401.88,1774.78,9.63,3.21,394.75,1.07,2.14,543.45,24.61,20.33,14.98,0,0,0
21Day,651.87,12.05,4.02,148.58,28.11,62.91,0,6.69,0,0,1.34,0,0,2.68,2.68,10.71,10.71,13.39,178.02,16.06,389.51,0,2.68,41.49,1.34,2310.31,441.72,4.02,9.37,191.41,91.02,6.69,85.67,9.37,16.06,9.37,1.34,0,9.37
3Month,8.32,1.6,0.64,239.32,34.23,0,1.28,0,1.28,2.24,7.68,0.32,0,20.8,7.68,1.6,11.2,15.36,246.36,10.88,71.03,4.16,0.64,7.04,5.12,23.68,15.04,0.64,6.4,3.2,6.08,178.53,2.88,0.32,0,8,15.36,10.24,3.84
22Month,1.64,3.83,1.64,218.12,1.09,0,0.55,0,0.55,1.64,4.37,3.83,0,41.55,2.73,0.55,18.04,2.19,43.73,7.11,28.97,0.55,0,11.48,0,8.75,5.47,2.19,1.09,0.55,2.19,205,5.47,1.64,0,2.73,2.19,0.55,1.64
