stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,24.52,0,73.56,0,0,0,0,0,0,0,0,0,0,0,12.26,8.17,0,0,0,4.09,44.95,155.28,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,36.37,14.98,0,39.58,6.42,31.02,0,0,1.07,0,0,0,0,4.28,63.12,3.21,66.33,0,0,1.07,0,4285.58,138,10.7,8.56,97.35,2.14,2.14,20.33,2.14,1.07,4.28,0,0,1.07
21Day,13.39,4.02,0,40.16,2.68,28.11,4.02,1.34,0,5.35,1.34,5.35,1.34,4.02,18.74,28.11,21.42,0,0,0,0,1048.07,33.46,2.68,8.03,18.74,22.76,1.34,2.68,4.02,6.69,5.35,0,0,4.02
3Month,0,0.32,0.64,6.72,0,0,0,1.6,1.92,12.8,4.48,0.32,2.56,1.6,2.56,5.76,2.24,0.32,0,1.28,0.64,21.12,0.96,0.96,0.32,0,0,9.92,0,0.32,0,0.32,0.32,96.94,1.28
22Month,0,4.92,0.55,9.84,0,0,0,5.47,4.37,58.49,1.64,1.64,6.56,0,0,4.92,8.2,0,1.09,1.09,0,28.43,0,7.11,12.57,0,0,13.67,2.19,0.55,0,0.55,1.64,0,1.64
