stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,359.6,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,8.56,0,0,0,0,0,0,0,32.09,0,0,0,0,0,1.07,2.14,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,1.34,0,1.34,0,0,0,0,44.17,0,0,0,1.34,0,0,0,30.79,1.34,0,0,1.34,0,5.35,0,0,0,0,0,1.34,0,0,0,0,0,0,0
3Month,0.32,6.72,3.2,20.16,0,0,3.52,0.64,0.64,6.4,788.04,0,57.27,1227.65,1.28,19.84,2.24,7.68,285.07,11.52,5.12,0.64,5.76,4.8,3.2,0.32,2.24,0.96,0,2.24,8.64,7.04,6.72,0.96,0,6.08,13.12,33.59
22Month,0.55,14.76,1.64,2.73,0.55,0,14.76,0,0,1.09,842.39,10.93,49.2,585.47,2.19,3.83,0,1.64,226.32,9.84,1.09,2.73,1.09,0.55,1.09,0,1.09,1.64,0.55,0,1.64,0,2.73,0.55,0.55,0.55,0,15.85
