stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,183.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,0,0,0,0,8.17,85.81,0,0,0,8.17,0,0,0,0,0,0,0
72hpf,134.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,5.35,2.14,4.28,0,2.14,0,0,10.7,11.77,0,0,0,3.21,0,0,0,0,0,0,0
21Day,70.94,4.02,0,9.37,0,6.69,0,8.03,0,0,1.34,0,0,0,6.69,0,0,5.35,6.69,8.03,0,0,2.68,0,1.34,4.02,0,0,0,1.34,2.68,2.68,4.02,0,0,1.34,0
3Month,22.4,3.2,0.96,21.12,0.32,0,0.96,0.32,0.32,2.88,97.26,0,97.58,1.92,0,7.36,1.92,4.16,11.84,10.56,4.16,1.28,16,3.2,1.92,0.64,0.96,0.32,0,4.8,4.8,140.78,0.32,0,4.16,470.97,6.4
22Month,14.76,4.37,1.64,6.56,0,0,0.55,0.55,0,0.55,109.88,1.64,170.56,1.09,1.64,6.01,0,0.55,10.39,8.2,0.55,10.39,10.93,0.55,0.55,0.55,0,1.09,3.83,2.19,2.19,86.37,0.55,0.55,0.55,3.28,0
