stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,2.14,0,0,0,0,0,0,0,0,0,0,78.09,1.07,0,0,0,0,0,5.35,0,0,0,0,1.07,0,0,1.07,1.07,0,0,0,0
21Day,1.34,0,0,60.23,1.34,2.68,0,0,0,0,0,0,0,1.34,1.34,4.02,64.25,8.03,0,0,0,1.34,0,5.35,2.68,0,0,0,1.34,2.68,0,1.34,0,0,0,0,2.68
3Month,0,2.56,4.48,205.41,0.64,0,1.28,0.96,17.92,9.6,0,75.19,9.28,3.2,77.11,7.04,46.39,21.12,13.44,3.84,0,6.4,5.44,1.28,0,2.56,0,0,0.96,3.84,19.84,0.64,0,0.96,7.68,3.2,36.79
22Month,0,2.73,12.57,108.78,0,0,0.55,0.55,20.23,12.57,7.11,389.76,7.65,3.83,214.84,3.83,22.96,24.05,25.15,1.09,9.84,6.56,1.09,2.19,0.55,8.2,2.19,0.55,0,2.73,19.68,0.55,0,0,1.64,0,10.39
