stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,106.25,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,5.35,2.14,0,0,0,0,0,0,0,0,0,4.28,12.84,24.61,8.56,0,0,0,0,4.28,7.49,0,0,0,5.35,0,0,6.42,0,2.14,0,0,0
21Day,5.35,0,1.34,24.09,6.69,0,2.68,0,0,0,0,0,5.35,0,6.69,9.37,41.49,12.05,0,0,1.34,1.34,5.35,6.69,0,1.34,0,6.69,0,0,4.02,2.68,0,0,0,4.02
3Month,0,1.28,0.64,19.84,0,0,0.64,2.56,1.6,0,13.76,2.24,1.6,6.72,0.64,8.64,7.04,5.76,0.32,0,0.64,1.6,0,0.32,0.32,0.64,0,0,1.28,7.36,0.64,0,0,2.88,9.6,4.16
22Month,0,2.73,0.55,6.01,0,0.55,0,1.64,4.37,0.55,34.99,0,0.55,9.84,2.73,0.55,10.39,4.92,0,1.09,3.28,0,1.09,0.55,0.55,1.64,0.55,0,0,3.28,1.09,0.55,0,0.55,0,2.73
