stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0,1.07,0,1.07,10.7,0,1.07,0,0,0,0,8.56,6.42,0,0,5.35,0,0,1.07,0,0,0,0
21Day,1.34,0,14.72,40.16,1.34,4.02,0,0,2.68,0,0,5.35,1.34,30.79,93.7,2.68,20.08,9.37,8.03,0,0,0,0,13.39,9.37,8.03,0,2.68,6.69,0,0,6.69,0,0,5.35
3Month,0,1.6,20.16,68.15,0,0,2.56,0.64,79.67,6.08,0,45.11,8.96,0.64,479.92,1.92,10.88,16.32,4.48,0.96,0.32,75.19,1.28,0.64,0,14.72,1.28,0.64,2.24,5.44,0,0,2.56,2.24,10.24
22Month,0,4.37,49.2,67.79,0.55,0,1.64,0.55,143.77,13.67,4.37,79.26,1.09,2.73,1162.19,1.64,4.37,18.59,11.48,1.09,5.47,33.35,0,1.64,0,35.53,3.28,0.55,2.19,8.2,1.09,0,1.09,0,5.47
