stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0,0,10.7,1.07,0,0,2.14,0,0,0,0,0,0,0,0,0
21Day,2.68,0,0,6.69,0,2.68,4.02,0,0,0,0,0,0,1.34,0,0,2.68,1.34,0,0,0,5.35,1.34,1.34,0,2.68,0,0,1.34,0,2.68,1.34,0,0,1.34
3Month,0.64,0.32,0,8.32,0.32,0,0,1.6,2.88,0,5.44,1.28,0.32,1.6,1.6,1.6,2.88,0.32,0,0.32,0,0.32,0,0.32,0.32,0,0.96,21.12,0,0,0,0.64,0.32,0.64,1.6
22Month,0.55,2.73,1.64,4.92,0,0,0,0.55,8.75,3.28,59.59,0,0.55,3.28,0,2.19,3.28,2.73,2.19,0.55,1.09,1.09,0,0.55,0,0,0,1.09,0.55,1.09,0,0,0.55,0,0.55
