stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,49.04,57.21,0,159.37,20.43,0,0,4.09,0,4.09,0,0,0,0,0,16.35,24.52,249.27,114.42,0,0,0,4.09,89.9,1001.17,4.09,0,53.12,0,0,0,0,0,0,12.26,0,0,0
72hpf,21.4,22.47,0,49.21,5.35,17.12,0,1.07,0,6.42,0,0,0,2.14,0,18.19,103.77,43.86,121.96,0,11.77,6.42,3.21,809.83,272.8,3.21,19.26,142.28,4.28,0,2.14,77.02,2.14,1.07,14.98,0,0,0
21Day,36.14,8.03,2.68,156.61,4.02,76.3,0,25.43,4.02,41.49,0,6.69,12.05,121.81,10.71,13.39,45.51,139.21,157.95,0,1.34,22.76,0,323.93,155.27,9.37,82.99,70.94,30.79,0,12.05,49.53,4.02,18.74,6.69,0,0,72.28
3Month,0.64,8.96,0.96,56.95,0.64,0,0.64,1.6,6.08,87.67,0,28.8,182.69,4.16,16,3.52,17.6,80.95,20.48,2.88,0,19.52,13.76,3.2,0.64,5.12,13.44,2.24,3.52,0.96,47.03,1.28,0,0,0.32,7.04,20.8,47.99
22Month,0.55,20.77,3.28,36.08,0.55,0,2.73,1.64,7.65,337.29,8.2,84.18,84.18,14.76,16.95,1.64,4.37,173.84,19.68,0.55,4.37,13.67,1.09,2.73,0.55,3.28,59.04,2.19,3.28,0,12.03,4.37,1.64,0,0.55,2.73,0.55,34.99
