stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,0,0,0,0,0,4.09,0,0,0,0,0,0,8.17,8.17,8.17,0,0,0,0,8.17,143.02,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,6.42,0,3.21,3.21,7.49,0,0,0,0,0,0,0,1.07,0,5.35,8.56,0,103.77,0,3.21,0,0,26.74,17.12,1.07,0,4.28,0,0,3.21,1.07,0,2.14,0,0,0
21Day,5.35,1.34,0,30.79,0,4.02,0,5.35,0,0,0,0,0,2.68,0,0,18.74,2.68,52.2,0,0,2.68,0,18.74,13.39,1.34,0,6.69,2.68,0,1.34,0,2.68,1.34,0,0,1.34
3Month,0,3.84,0,24.32,0.32,0,0.64,0,0,3.84,0,13.76,3.2,1.6,3.2,0.96,1.92,3.2,10.24,0.64,0,8.32,1.92,1.28,0.32,0.32,0,0.32,0.64,17.92,0.96,0,0,1.28,75.19,10.56,0.96
22Month,0.55,2.19,1.64,13.67,0,0,0,0.55,0.55,12.03,1.64,28.97,1.64,8.2,7.65,0,3.83,12.03,20.77,0.55,2.19,4.92,0,1.64,3.83,2.73,0.55,0,0.55,24.6,9.29,0,0,3.28,3.83,0.55,1.64
