stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,6.69,1.34,0,16.06,10.71,0,2.68,1.34,1.34,0,4.02,0,4.02,301.17,1.34,9.37,2.68,20.08,0,0,0,0,21.42,17.4,1.34,0,2.68,5.35,0,2.68,2.68,6.69,0,0,0,2.68
3Month,0.32,2.88,4.48,62.07,0,4.48,0,113.58,16,0,144.94,23.36,2.24,2413.06,4.48,15.36,10.88,20.8,5.76,0.64,4.16,4.16,2.24,0,17.92,2.24,0.32,17.92,14.72,0.64,0,0,0.32,4.16,16,17.28
22Month,2.73,8.75,3.28,50.29,0,4.92,0,141.04,17.49,8.2,184.77,2.19,1.09,4515.91,0.55,2.73,11.48,27.88,0.55,8.75,2.73,1.09,0,0,20.23,3.83,1.09,7.65,4.92,1.64,0,0,0,0.55,0,10.93
