stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,28.6,0,0,0,4.09,0,0,0,8.17,0,0,0,0,4.09,12.26,24.52,28.6,0,0,0,0,8.17,245.18,0,0,8.17,0,0,0,0,0,4.09,0,0,0
72hpf,3.21,1.07,0,7.49,0,1.07,0,0,0,0,0,0,0,0,0,0,2.14,8.56,1.07,7.49,0,0,2.14,0,129.44,35.3,0,2.14,7.49,0,0,4.28,0,3.21,2.14,0,0,0
21Day,8.03,1.34,0,16.06,1.34,4.02,0,1.34,0,1.34,0,0,0,1.34,6.69,1.34,2.68,4.02,2.68,53.54,0,0,2.68,0,73.62,8.03,2.68,0,13.39,1.34,0,1.34,6.69,6.69,1.34,0,0,4.02
3Month,0.32,0.64,0,11.52,0.64,0,0,0,1.92,2.24,0,0,13.12,1.6,0,2.24,1.28,5.44,0.96,3.84,1.6,0,0,1.6,0.32,0,0,0.32,0,0.32,6.08,0.32,0.32,0,0.32,1.92,0.64,0.96
22Month,0,2.19,0.55,5.47,0,0,0.55,0,0.55,2.19,2.19,0,31.71,3.28,0,4.92,0,0.55,3.83,4.37,0,1.64,0.55,0,0.55,0,1.09,0.55,0.55,0.55,1.64,0,0.55,0,0,0.55,0,1.09
