stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,20.43,0,4.09,0,0,4.09,0,0,0,0,0,0,8.17,8.17,65.38,0,0,0,0,24.52,486.28,4.09,0,0,16.35,0,0,0,0,0,0,0
72hpf,3.21,3.21,0,2.14,3.21,0,0,0,0,0,0,0,0,0,0,10.7,0,17.12,0,0,2.14,1.07,36.37,125.17,1.07,0,0,6.42,0,0,8.56,0,0,0,0
21Day,5.35,1.34,0,22.76,0,9.37,8.03,0,0,0,2.68,0,10.71,1.34,1.34,1.34,4.02,18.74,0,0,5.35,0,12.05,46.85,0,0,0,4.02,5.35,2.68,6.69,0,0,0,0
3Month,0,0.96,1.92,13.44,0,0,0.64,1.6,2.24,0,10.56,2.24,0.32,14.4,0.96,3.2,5.44,7.68,0.96,0,0.64,1.28,1.6,1.28,0.32,0,0,0.32,2.24,29.12,0.32,0.32,1.6,197.73,5.44
22Month,0,1.09,0.55,6.56,0,0,0,0,1.09,1.64,8.2,0.55,0,19.68,0,1.64,1.09,2.73,0,0.55,0,0,1.09,0,0,0.55,0.55,0,0,8.75,1.09,0,0,1.09,0.55
