stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,277.88,0,0,61.3,0,0,0,0,0,0,4.09,0,0,0,0,12.26,8.17,16.35,28.6,0,0,0,0,4.09,134.85,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,10.7,2.14,0,5.35,3.21,0,0,0,0,0,0,0,0,0,0,1.07,6.42,0,21.4,0,0,2.14,0,23.54,10.7,0,0,0,14.98,0,2.14,1.07,0,0,0,0,0
21Day,10.71,0,0,4.02,0,0,0,0,0,1.34,0,0,0,1.34,1.34,0,1.34,0,2.68,0,0,1.34,0,9.37,2.68,0,0,0,0,0,1.34,0,0,1.34,0,0,0
3Month,0.64,1.28,0.96,32.31,0,0.96,0.64,2.24,3.84,0,0,25.28,3.84,0.96,5.44,4.48,12.16,3.52,17.92,5.76,0,3.84,1.28,11.84,0,5.12,1.28,0,0,4.48,219.81,0,0.32,0.96,4.8,186.53,3.52
22Month,0.55,2.19,0.55,12.03,0,1.09,0,1.64,2.19,2.19,0,101.68,2.19,1.64,8.2,0,1.64,4.37,34.99,6.01,5.47,2.19,0,3.28,0.55,8.75,0,2.73,0,1.64,73.8,0,0,0,0.55,0.55,3.28
