stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,8.17,53.12,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,331.64,0,0,8.56,236.42,6.42,0,0,0,0,0,0,0,0,0,0,4.28,25.67,1.07,71.68,0,8.56,1.07,0,51.35,22.47,1.07,0,0,74.89,1.07,0,3.21,1.07,7.49,0,0,0
21Day,210.15,1.34,2.68,17.4,116.45,8.03,0,0,0,0,0,0,28.11,0,10.71,2.68,1.34,24.09,10.71,92.36,0,1.34,4.02,0,22.76,4.02,0,0,0,49.53,10.71,9.37,6.69,0,2.68,0,0,12.05
3Month,4.16,2.56,3.2,20.48,31.67,0,1.28,0.96,0.32,2.88,5.44,0.32,358.66,6.4,1.6,14.4,5.76,8.64,10.56,58.23,17.28,0,7.68,2.56,2.56,0,0.96,1.6,0,0.96,5.76,127.02,0.96,0,0.64,3.84,14.72,4.48
22Month,2.19,10.93,3.83,21.87,15.31,0,5.47,0,0,3.83,12.57,11.48,2070.73,5.47,2.73,16.95,1.64,5.47,15.85,86.92,4.92,51.39,4.92,0,1.09,4.37,4.37,20.23,1.64,2.73,3.83,84.73,5.47,2.73,0,1.64,1.09,3.83
