stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548.75,8.17,0,0,0,0,4.09,44.95,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,1.07,0,0,0,4.28,0,0,2.14,202.19,0,0,0,0,0,7.49,8.56,0,0,0,3.21,0,0,1.07,0,0,0,0,0,0
21Day,2.68,0,1.34,14.72,10.71,0,0,0,2.68,0,5.35,1.34,116.45,1.34,1.34,4.02,603.68,8.03,0,0,0,0,6.69,5.35,0,0,0,0,14.72,2.68,2.68,1.34,5.35,0,0,0,13.39
3Month,0.64,1.92,0.64,24.64,0,0.96,0.64,3.84,8.96,0,21.44,12.48,22.4,8.96,1.28,5.12,1520.08,11.2,0.64,0.96,0.64,2.24,0.96,0,1.6,1.6,0,0.32,5.44,73.27,0.64,0.32,0,0.32,2.88,111.34,7.36
22Month,0,2.73,1.64,2.73,0,0,0,0.55,9.84,1.64,26.24,3.83,21.87,3.83,0.55,0.55,822.17,7.65,0.55,3.28,0.55,1.09,0,0.55,0,1.09,4.37,0.55,2.73,10.39,0.55,1.09,0,0,0.55,0,4.37
