stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,249.27,8.17,0,0,0,0,0,0,0,0,0,0,0,8.17,36.78,4.09,73.56,0,0,0,0,12.26,318.74,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,39.58,1.07,0,403.31,13.91,6.42,0,0,0,0,0,0,0,0,1.07,0,7.49,207.54,4.28,522.06,0,0,38.51,1.07,85.58,88.79,0,1.07,0,284.56,0,0,9.63,0,4.28,0,0,0
21Day,22.76,2.68,0,394.87,8.03,5.35,0,4.02,0,0,0,0,6.69,0,4.02,0,9.37,143.22,2.68,286.45,0,0,230.23,0,24.09,17.4,0,1.34,0,178.02,26.77,1.34,2.68,9.37,2.68,20.08,0,0
3Month,1.6,0.32,1.28,80.31,0.64,0,0.32,0,0.32,1.6,11.84,0,7.68,3.52,0.64,5.76,5.76,126.7,1.6,14.4,5.76,0,1.6,0.64,0.96,0.96,1.28,0.32,0,1.28,1.6,5.12,0.32,0,1.6,28.8,0.64,1.6
22Month,1.09,1.09,0.55,52.48,0.55,0,0,0,0,0.55,9.84,16.95,30.07,0,0.55,4.92,2.19,39.91,1.09,20.77,2.73,0.55,8.75,0,0,0,1.09,0,1.09,1.09,0,10.93,1.09,0,0.55,3.28,0,0
