stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,8.17,0,0,0,0,0,0,0,4.09,0,0,0,0,8.17,12.26,4.09,40.86,0,0,0,8.17,32.69,1732.64,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,35.3,10.7,0,20.33,7.49,36.37,0,0,0,0,0,0,0,0,1.07,3.21,13.91,58.84,3.21,39.58,0,1.07,4.28,0,1265.56,3651.2,1.07,463.22,0,64.19,0,0,113.4,7.49,4.28,2.14,0,0
21Day,8.03,0,2.68,6.69,0,12.05,0,2.68,0,0,0,0,4.02,1.34,0,2.68,1.34,4.02,0,14.72,0,0,4.02,0,191.41,412.27,1.34,171.33,0,8.03,24.09,1.34,18.74,1.34,4.02,0,0,0
3Month,0.32,0,0,2.24,0,0,0.32,0,0.64,1.28,0,0,6.4,1.6,0.32,1.28,2.56,0.32,1.28,2.24,1.6,0,0.64,0,15.68,8.64,0.64,212.13,0,0,0.32,6.4,0.32,0,0,0,0.96,0
22Month,0,2.73,0,2.19,0,0,0,0,0,0.55,0.55,0,15.85,1.09,0.55,1.64,0,0.55,1.64,0.55,0,1.09,1.09,0,6.01,2.19,0,235.06,1.64,0,0,2.73,3.28,0,0,0,0,1.09
