stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.12,20.43,0,0,0,0,110.33,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,37.44,1.07,1.07,0,0,0,0,0,0,0,0,0,0,2.14,21.4,11.77,17.12,0,2.14,1.07,54.56,13.91,1.07,0,0,13.91,0,0,4.28,0,0,3.21,0,0,0
21Day,6.69,2.68,1.34,65.59,0,5.35,0,0,0,0,1.34,0,4.02,0,1.34,0,0,36.14,42.83,38.82,0,4.02,0,34.8,9.37,0,0,0,21.42,2.68,4.02,1.34,1.34,1.34,2.68,2.68,0,0
3Month,0.32,2.88,0,77.43,0.32,0,0.32,0.32,0.64,2.24,6.08,0,13.12,3.52,0.32,2.88,0.64,61.43,54.07,13.12,2.88,1.6,0.64,0.96,0.32,0.96,0.96,0,0.32,2.56,24.96,0.32,0,0,0,21.12,8,1.28
22Month,0,4.92,0,33.89,0,0,0.55,0.55,0,0,10.39,2.73,48.11,1.09,1.09,2.73,0,11.48,59.59,8.2,0,0.55,0,0.55,0,0.55,0,0.55,1.09,0,8.2,0,0,0,0,2.19,0,2.73
