stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,216.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,8.17,69.47,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,23.54,3.21,0,497.45,3.21,12.84,0,0,0,0,0,0,0,0,0,0,17.12,1531.94,3.21,20.33,0,0,1.07,1.07,100.56,81.3,7.49,0,0,26.74,0,0,13.91,0,0,3.21,0,0,0
21Day,28.11,1.34,4.02,2674.39,2.68,62.91,0,32.12,0,0,5.35,0,14.72,4.02,21.42,10.71,96.37,311.88,13.39,74.96,0,1.34,52.2,1.34,133.85,53.54,1.34,0,0,38.82,45.51,2.68,17.4,6.69,17.4,2.68,0,0,12.05
3Month,1.92,16.64,17.92,4606.95,0.64,0,17.28,0.64,0.96,119.34,48.95,0.64,155.18,70.39,1.92,103.66,72.63,1716.85,48.63,139.82,73.27,3.52,57.27,80.95,7.04,1.92,10.56,6.4,0,3.2,52.47,61.43,3.2,0.64,0,0.96,17.6,27.52,42.23
22Month,3.83,7.11,32.8,1022.79,0,0,12.03,1.09,0,138.85,22.41,7.65,104.41,8.2,1.09,42.64,10.93,440.6,22.96,171.1,13.12,5.47,77.08,1.64,2.19,2.73,7.11,3.83,1.64,0,2.19,8.2,1.09,0.55,0,0,0,0,8.2
