stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,0,0,0,0,8.17,0,4.09,8.17,0,0,0,0,8.17,416.81,0,0,0,12.26,0,0,0,0,0,4.09,0,0,0
72hpf,3.21,1.07,0,5.35,11.77,0,0,0,0,0,0,0,0,2.14,12.84,1.07,127.31,0,0,259.96,1.07,273.87,112.33,9.63,2.14,0,27.81,0,0,3.21,1.07,0,0,0,0,0
21Day,14.72,0,5.35,16.06,12.05,0,1.34,1.34,0,4.02,0,4.02,1.34,2.68,13.39,5.35,82.99,0,0,898.16,0,331.96,29.45,10.71,2.68,0,14.72,13.39,4.02,12.05,1.34,6.69,1.34,0,0,5.35
3Month,1.6,0.96,0,4.16,0,0,0.64,1.6,4.16,6.4,3.52,0.32,2.56,4.16,1.92,0.96,4.16,0.32,0,31.04,0.32,7.36,0,75.83,0.32,0,1.28,0.96,13.76,39.35,0,0,0.64,0.32,0.64,0.32
22Month,0.55,0,1.09,5.47,0,0.55,1.09,4.37,3.83,37.72,1.09,0.55,2.19,8.2,0.55,4.92,6.01,0,1.09,48.11,0,16.95,1.64,56.85,0.55,1.09,0,0,25.69,90.2,2.19,0,0.55,0.55,0,2.19
