stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,4.09,0,32.69,4.09,0,0,0,0,0,0,0,8.17,0,0,0,8.17,0,8.17,4.09,57.21,0,0,0,0,2995.33,755.98,4.09,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,56.7,24.61,0,29.95,8.56,70.61,0,1.07,0,0,0,0,0,0,0,0,0,12.84,83.44,23.54,73.82,0,5.35,0,2.14,8435.3,1734.13,0,1.07,0,95.21,2.14,0,78.09,3.21,4.28,2.14,0,0,0
21Day,32.12,4.02,5.35,54.88,2.68,78.97,0,5.35,0,0,4.02,0,0,2.68,1.34,10.71,12.05,2.68,32.12,16.06,88.34,1.34,0,10.71,0,3019.73,702.73,6.69,1.34,0,42.83,58.9,5.35,21.42,9.37,44.17,2.68,0,0,2.68
3Month,0,0.64,0,9.28,0,0,0,0,0,1.6,2.24,0,0,14.4,1.92,0,5.12,0.64,3.52,4.8,2.88,0.32,0,0,0,51.51,2.56,0,0.32,0,0,0,6.08,0,0,0,0,0.64,1.6,3.2
22Month,0,1.64,0.55,9.29,0,0,0.55,0,0.55,2.19,4.92,7.65,0,57.4,0.55,1.09,8.2,1.09,0.55,4.92,13.12,0,2.19,0.55,0,86.92,1.09,1.64,0.55,0.55,0.55,0,6.01,1.64,1.09,0,0,0,0,3.28
