stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,0,0,73.56,0,0,0,0,0,0,0,0,0,8.17,8.17,28.6,4564.51,0,0,0,208.41,796.85,0,8.17,0,0,0,0,0,69.47,0,0,0
72hpf,56.7,11.77,0,32.09,31.02,12.84,0,0,0,0,0,0,0,10.7,28.88,9.63,2206.98,0,1.07,52.42,225.73,255.68,0,182.93,2.14,0,11.77,1.07,0,140.14,0,0,0
21Day,22.76,0,1.34,28.11,12.05,18.74,0,1.34,0,0,4.02,2.68,4.02,4.02,5.35,6.69,908.86,0,0,132.51,48.19,36.14,0,20.08,10.71,1.34,1.34,0,8.03,73.62,1.34,0,8.03
3Month,0,13.12,0,9.28,0.32,0,0.32,0,0.64,0.64,3.2,0,1.6,0.32,2.56,1.92,20.16,6.72,0,11.84,0.64,0,1.92,0.32,0.32,1.28,0,0,0,32.63,0.32,0.32,1.28
22Month,0,2.73,0,0.55,0,0,1.64,0,0,1.09,4.37,0,0,0,0,0,7.11,0,0.55,2.73,1.09,0,2.73,0,0,1.64,0.55,0,0,0,0,0,0
