stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,32.69,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,11.77,5.35,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,0,4.28,1.07,0,0,2.14,0,0,0,1.07,0,0,0
21Day,6.69,8.03,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,10.71,0,0,2.68,1.34,0,0,2.68,2.68,0,0,1.34,0,0,0
3Month,0,16.64,4.48,0,0.64,0,0.64,1.6,0.96,0,3.52,2.24,0.64,0,0.32,2.24,6.4,6.4,3.84,0,0.64,0.32,0,0,0.64,0.64,0.64,0.32,0.32,26.56,1.28,1.6
22Month,0.55,20.23,1.09,0,0,0.55,0,0.55,0.55,1.09,39.91,0.55,0.55,1.09,0,0,3.83,5.47,0.55,2.19,0.55,0,0.55,0.55,0,0,0,0.55,0,3.28,0,3.28
