stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,40.86,28.6,0,0,0,0,0,65.38,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,33.16,13.91,0,32.09,29.95,13.91,0,3.21,0,0,4.28,1.07,1.07,0,0,0,20.33,126.24,11.77,108.05,0,31.02,1.07,1.07,204.33,295.26,4.28,0,0,136.93,19.26,0,39.58,44.93,47.07,11.77,0,0,0
21Day,92.36,24.09,2.68,148.58,17.4,12.05,0,9.37,0,1.34,6.69,1.34,2.68,0,16.06,2.68,8.03,74.96,13.39,441.72,1.34,0,33.46,4.02,103.07,168.66,5.35,5.35,0,211.49,16.06,6.69,14.72,40.16,160.62,5.35,0,0,5.35
3Month,0.64,9.28,0.64,62.39,2.56,0,0.96,0.96,0.64,4.16,44.79,0.64,174.05,35.51,3.52,8.64,9.6,10.88,16,22.08,16.32,0.32,14.08,2.88,9.28,0.32,6.4,0.96,0,0.64,1.92,60.79,1.28,0,0.32,0.64,4.16,39.99,39.03
22Month,1.64,42.64,1.09,60.68,0.55,0,3.28,0.55,0.55,7.65,170.01,49.75,1301.04,12.03,8.2,12.03,4.37,4.92,63.41,33.89,2.73,15.85,34.44,0.55,5.47,4.92,11.48,3.83,1.09,3.83,0.55,32.25,36.63,6.01,0,1.09,3.28,0,23.51
