stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28,0,0,0,0,0,0,0,0,0,0,0,0
21Day,44.17,0,0,113.78,61.57,0,0,0,0,1.34,0,1367.98,22.76,2.68,69.6,298.49,64.25,0,0,1.34,0,113.78,78.97,0,1.34,13.39,93.7,0,1.34,41.49,1.34,0,0,394.87
3Month,0,15.68,2.88,34.55,0,0,0.96,2.56,8.96,88.63,42.87,50.23,13.76,6.08,4.16,1009.12,48.31,1.92,0.96,2.24,0.96,1.6,0,0.64,0.32,0.32,24.32,11.2,0,0,0,1.6,1.92,666.45
22Month,0,2.19,0.55,2.19,0,1.09,0,0,7.11,15.31,2.73,19.13,3.28,1.64,0,443.88,1.64,0,0.55,1.09,0,0.55,0,1.09,0,0,1.64,17.49,0,0,0,1.09,0,594.21
