stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,0,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,2.14,2.14,0,0,0,0,0,150.84,18.19,0,0,0,3.21,0,0,3.21,2.14,0,0,0,0,0
21Day,0,1.34,0,1.34,0,0,0,0,0,0,0,0,1.34,0,0,1.34,0,5.35,0,0,0,0,72.28,5.35,0,0,0,2.68,2.68,0,1.34,4.02,6.69,1.34,0,0,0
3Month,0.32,0,0.96,11.52,0,0.32,0.32,0.64,1.92,0,11.52,1.28,0.96,4.16,0.96,1.92,2.24,2.88,1.6,0,0.32,0.32,4.48,0.64,3.2,0.32,0,0.32,0.64,6.72,0.32,0,0,0,0.64,1.92,1.6
22Month,0,3.28,0.55,8.75,0,0.55,1.09,2.19,8.2,4.92,88.56,7.65,2.73,12.03,0,3.83,9.29,33.89,1.64,4.92,0.55,0,4.37,0,4.37,0.55,0.55,1.09,0.55,2.19,0.55,1.64,0,0.55,0,0,0.55
