stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,28.6,4.09,0,0,0,0,0,0,0,0,0,4.09,12.26,8.17,16.35,0,0,0,0,12.26,200.23,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,21.4,12.84,0,31.02,1.07,0,0,0,0,0,0,0,1.07,0,1.07,52.42,0,19.26,0,0,2.14,1.07,23.54,20.33,1.07,0,23.54,0,0,1.07,1.07,0,3.21,0,0,0
21Day,25.43,9.37,0,148.58,4.02,10.71,4.02,0,0,0,1.34,0,1.34,0,5.35,119.13,1.34,53.54,0,0,14.72,0,16.06,21.42,0,0,17.4,4.02,0,4.02,2.68,2.68,2.68,0,0,0
3Month,0,1.92,0.32,11.52,0.32,0,0.32,0.32,1.28,0.32,13.12,0.32,0,3.2,0.64,6.4,0.96,6.08,0.32,0,0.64,1.28,0.64,0,0.96,0,0.32,1.6,3.52,0,0,0,0,6.08,13.76,1.28
22Month,0,6.01,1.64,7.11,0.55,0,0,0.55,3.83,19.13,56.85,0.55,2.19,3.28,0,4.37,1.09,6.56,0.55,1.09,0,0.55,1.64,0.55,1.09,1.09,0,0,1.64,2.19,0,0,0,0.55,0,0.55
