stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,49.04,0,0,0,0,0,0,0,20.43,0,0,0,0,0,32.69,57.21,65.38,0,0,0,4.09,36.78,249.27,4.09,0,0,4.09,0,0,0,0,4.09,0,0,0
72hpf,3.21,1.07,0,7.49,3.21,3.21,0,0,0,0,0,0,0,0,0,0,8.56,38.51,1.07,27.81,0,1.07,0,1.07,79.16,34.23,1.07,0,0,18.19,1.07,0,6.42,1.07,3.21,0,0,0
21Day,6.69,1.34,0,16.06,0,2.68,0,1.34,0,0,0,0,4.02,0,8.03,0,2.68,2.68,5.35,5.35,0,0,1.34,0,4.02,12.05,0,0,0,12.05,0,2.68,0,0,0,0,0,0
3Month,0,5.12,2.24,45.75,0.32,0,1.6,1.28,12.8,11.84,0,0,81.59,11.2,1.28,44.15,4.48,13.76,18.56,16.32,4.48,0.32,2.24,3.2,2.56,0.64,3.84,5.76,0,0.96,2.56,115.18,0.96,0,0.32,3.52,82.87,13.44
22Month,0,6.01,6.01,16.4,0,0,0.55,0.55,5.47,14.76,7.11,0,216.48,4.37,4.92,60.68,0.55,3.83,18.04,6.56,0.55,2.19,4.37,0,1.09,1.09,4.92,3.28,2.73,0,0,36.08,2.73,2.73,0.55,0.55,1.09,4.92
