stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,24.52,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.15,0,0,0,0,20.43,453.59,0,0,69.47,0,0,0,0,0,0,12.26,0,0,0
72hpf,12.84,3.21,0,16.05,7.49,13.91,0,0,0,0,0,0,1.07,0,0,0,6.42,19.26,0,357.31,0,0,22.47,1.07,119.82,351.96,0,0,1055.88,1.07,0,0,59.91,3.21,1.07,41.72,0,0,0
21Day,9.37,1.34,0,4.02,1.34,9.37,0,2.68,0,0,0,0,4.02,0,1.34,1.34,0,4.02,2.68,160.62,0,0,99.05,0,30.79,29.45,0,0,153.93,6.69,0,0,10.71,6.69,2.68,14.72,1.34,0,2.68
3Month,1.92,10.24,0.32,29.76,0,0,0.64,1.92,1.92,1.92,6.08,1.92,19.2,4.16,0.64,5.44,0.96,5.44,4.48,87.67,3.2,0.32,31.67,1.28,2.56,0.96,1.28,0.96,47.67,3.2,0.32,3.52,11.84,0,0,1.28,307.15,5.12,2.88
22Month,0.55,6.56,0,28.43,0,0,1.09,1.09,0,0.55,1.64,11.48,54.67,0.55,1.09,8.2,1.09,1.09,1.64,36.08,0,1.09,7.11,0.55,1.64,0.55,1.09,1.09,16.95,0.55,0,2.73,27.88,0.55,0,3.28,21.87,0,0.55
