stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,1.07,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0
21Day,2.68,0,0,0,1.34,0,0,0,0,2.68,0,1.34,0,0,0,17.4,1.34,0,0,0,0,0,0,0,0,1.34,2.68,0,0,1.34,1.34,0,0,0
3Month,1.28,0.96,5.12,39.35,0,3.84,0.32,4.8,3.2,869.94,8.96,0.96,21.76,3.52,8,70.39,10.24,1.92,0.96,2.56,1.92,3.52,0.32,0.64,2.88,0,9.28,6.72,1.6,0,0,2.88,6.72,7.36
22Month,0.55,0,0.55,12.03,0,1.09,0,1.09,1.09,192.42,2.19,0,12.03,0.55,2.73,10.93,1.09,0,5.47,0.55,0,0,0,0.55,0,0,0.55,0,0,0,0,0,0,0.55
