stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,4.09,4.09,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,1.07,0,0,0,0,2.14,0,0,0,5.35,1.07,0,1.07,0,33.16,0,0,32.09,8.56,0,0,0,1.07,0,1.07,1.07,0,0,0,0
21Day,0,0,0,2.68,0,0,0,0,0,17.4,0,0,0,0,4.02,4.02,0,0,0,1.34,0,24.09,0,0,0,0,5.35,1.34,2.68,0,0,0,0,0
3Month,0.64,0.32,4.48,22.72,0,3.2,3.2,6.72,0,1531.92,7.68,1.28,19.2,6.4,6.08,6.08,11.2,1.92,3.2,3.84,2.88,3.2,0.64,1.6,0.96,0,0.64,20.48,453.05,0.32,0.32,5.12,286.67,5.44
22Month,1.09,3.28,2.19,7.11,0,3.83,1.09,6.56,0.55,1894.16,2.19,1.64,6.56,0.55,1.09,2.19,6.56,0.55,56.85,2.19,0.55,2.19,0,1.09,2.19,12.03,1.64,2.19,156.89,0,1.64,0,1.09,7.11
