stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,61.3,0,0,44.95,0,0,0,0,0,0,0,0,0,0,8.17,514.89,8.17,16.35,0,0,0,0,0,130.76,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,37.44,12.84,0,42.79,5.35,2.14,0,0,0,0,2.14,0,0,0,25.67,712.48,2.14,36.37,0,0,2.14,0,52.42,39.58,0,2.14,71.68,0,0,12.84,2.14,2.14,14.98,0,0,0
21Day,30.79,20.08,5.35,206.13,2.68,14.72,4.02,1.34,0,0,1.34,0,5.35,87,41.49,323.93,8.03,49.53,0,0,64.25,0,124.48,21.42,5.35,2.68,46.85,17.4,5.35,5.35,29.45,36.14,10.71,0,0,2.68
3Month,0,6.4,0.64,21.44,0.32,0,0,3.52,1.92,0,7.68,3.2,0.96,27.84,4.16,27.2,1.28,6.08,3.84,0,2.88,2.24,1.28,0.32,0.32,0.64,0,0.96,7.36,1.6,0,0,0.64,11.52,7.68,0.96
22Month,0,19.68,2.19,14.76,0.55,0,0,0.55,3.83,2.73,48.11,1.09,0,47.01,1.09,9.29,4.92,11.48,0,0.55,2.19,0,1.64,0.55,4.92,0.55,1.09,0,2.19,8.75,1.09,0,0.55,1.64,0,0.55
