stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,17902.54,8.17,0,44.95,0,0,0,0,12.26,0,0,0,0,0,0,12.26,24.52,65.38,0,0,0,20.43,392.29,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,6360.98,4.28,0,38.51,3.21,31.02,0,0,1.07,0,2.14,0,1.07,0,12.84,69.54,6.42,92,1.07,4.28,2.14,325.22,206.47,1.07,4.28,72.75,1.07,0,25.67,2.14,13.91,4.28,0,0,0
21Day,1841.82,8.03,2.68,97.71,4.02,37.48,16.06,0,6.69,0,16.06,5.35,22.76,9.37,4.02,56.22,17.4,137.87,4.02,14.72,0,105.74,60.23,5.35,2.68,29.45,38.82,0,5.35,8.03,10.71,8.03,4.02,0,9.37
3Month,22.72,0.64,0.64,1.92,0,0,0.32,0.32,0.32,0,4.8,0.96,0,1.92,0,1.28,0.32,2.88,0,0,0,0.32,0,0,0,0,0,8.64,0,0,0,0,0.64,2.24,0.64
22Month,0.55,0.55,0,1.09,0,0,0,0,1.09,0.55,9.84,0,0,0.55,0,0.55,0.55,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
