stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,138.94,0,65.38,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,8.17,8.17,4.09,0,0,0,0,0,948.05,0,0,4.09,0,0,0,0,0,0,0
72hpf,3.21,242.84,0,3.21,0,4.28,0,0,0,0,0,0,0,0,0,0,0,4.28,8.56,0,11.77,0,0,0,0,37.44,322.01,1.07,0,279.22,0,0,93.07,0,0,0,0
21Day,2.68,82.99,0,6.69,1.34,0,0,0,0,0,0,0,0,1.34,0,1.34,0,0,5.35,1.34,8.03,0,0,18.74,0,10.71,13.39,0,0,137.87,0,0,6.69,0,0,0,0
3Month,0,350.66,0.64,29.44,0,0,0.32,0,0,1.92,2.88,0,0,12.8,5.44,0.64,7.04,1.6,7.68,6.4,57.59,2.56,0,79.35,3.2,2.24,0.96,20.8,0.32,17.92,1.28,7.68,0.64,1.6,2.88,11.84,5.12
22Month,1.64,455.36,1.64,50.29,1.09,0,2.73,1.64,0.55,0,1.09,3.28,0,37.17,3.83,1.09,3.28,0,1.64,5.47,4.92,0,1.64,24.05,0.55,1.64,8.2,25.69,0,17.49,0.55,3.28,0,0.55,2.19,0.55,2.19
