stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Retinal_cone_cell,T_cell
24hpf,0,0,0,0,0,0,0,8.17,0,0,0,0,0,8.17,4.09,0,0,0,0,0,24.52,0,0,0,0,0
72hpf,0,0,0,6.42,0,1.07,0,0,0,0,0,0,0,12.84,0,0,0,0,0,1.07,0,0,0,0,0,0
21Day,1.34,0,0,25.43,1.34,0,0,0,0,0,1.34,0,1.34,2.68,1.34,0,0,0,0,1.34,0,0,1.34,0,1.34,2.68
3Month,0,0.32,0.32,44.79,0,0,0,0,1.92,0.96,0,0.32,1.28,1.92,1.92,1.6,0.32,0,0.32,0.64,0.32,0.32,0,7.04,0,0.96
22Month,0,0,0,9.29,0,0,2.73,0,9.84,0,0,0,0.55,0.55,2.73,1.09,0,0.55,0,0,0,0.55,0,19.13,0,0
