stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,28.6,0,0,0,0,12.26,93.99,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,2.14,1.07,1.07,0,1.07,0,0,0,0,0,1.07,0,2.14,11.77,1.07,6.42,0,0,1.07,1.07,21.4,9.63,0,0,10.7,1.07,0,1.07,0,0,0,0,0
21Day,0,1.34,1.34,20.08,0,2.68,0,0,0,0,0,2.68,0,8.03,0,0,10.71,2.68,10.71,0,0,2.68,0,21.42,10.71,0,0,4.02,0,0,0,0,1.34,0,0,4.02
3Month,0,0.96,0.32,21.44,0,0,0.32,0.32,1.92,3.52,0,43.83,1.28,0,10.24,1.28,7.68,4.16,7.04,0.64,0,1.92,0.96,1.28,0.64,0.64,0.64,0.64,1.6,12.8,0,0,0,2.24,5.12,2.88
22Month,0,0.55,2.19,11.48,0,0,1.09,0.55,2.73,8.2,6.01,116.44,3.83,3.83,16.4,0.55,3.83,10.93,14.21,0,4.37,0.55,0,0.55,0,1.09,1.64,0.55,0,2.73,0.55,0.55,0,0,0,3.28
