stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,24.52,0,0,0,0,32.69,232.93,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,13.91,7.49,0,27.81,16.05,19.26,0,0,0,0,0,0,0,0,0,3.21,35.3,1.07,37.44,0,3.21,7.49,0,1644.27,425.78,0,10.7,0,33.16,0,0,162.61,1.07,0,6.42,0,0,0
21Day,16.06,1.34,2.68,25.43,5.35,18.74,2.68,0,2.68,0,0,0,0,2.68,0,1.34,12.05,2.68,50.86,0,0,8.03,0,421.64,111.1,0,4.02,0,41.49,14.72,2.68,30.79,1.34,4.02,1.34,0,0,4.02
3Month,0,2.24,0,8.96,0.32,0,0,0.32,0.32,0.32,0,12.16,1.92,0,2.88,0.32,0.96,0.64,9.92,0.96,0,1.6,0.64,4.48,1.28,0,0.64,0,0,1.6,13.76,1.28,0,0,0.64,0.32,45.43,0.96
22Month,0.55,2.19,0,11.48,1.09,0,0,0,1.64,1.09,2.19,77.62,1.64,1.09,7.65,0,0.55,2.19,7.65,0,3.28,1.64,0,2.19,0.55,0.55,0,1.09,1.09,0,11.48,1.09,0,0,0,0.55,0,1.09
