stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,40.86,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,8.17,0,0,0,4.09,4.09,36.78,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,10.7,216.1,3.21,0,0,0,0,0,1.07,0,0,0,3.21,23.54,0,60.98,0,0,0,29.95,31.02,33.16,0,0,0,32.09,0,1.07,27.81,0,9.63,0,0,0
21Day,14.72,0,0,58.9,392.19,12.05,0,0,0,2.68,0,9.37,0,2.68,1.34,12.05,44.17,1.34,56.22,0,1.34,10.71,0,149.92,22.76,5.35,1.34,0,70.94,17.4,0,6.69,0,2.68,0,0,4.02
3Month,0.64,0.96,0.32,77.43,182.05,0,0.64,0.64,2.88,3.52,0,16.64,5.44,0.32,7.36,314.83,15.04,6.4,27.52,6.4,0,2.24,69.75,4.8,1.6,155.82,0.64,0,3.52,5.44,18.24,1.28,0,0,2.56,2.88,8.32
22Month,2.73,4.37,0.55,138.85,117.53,0,1.64,0,1.09,6.56,56.31,430.22,2.19,0.55,2.19,75.98,12.03,8.75,24.6,0,3.28,1.64,4.92,33.35,0,166.73,0.55,6.01,0.55,0.55,50.84,3.83,0.55,0,0,0,6.01
