stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,8.17,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,2.14,0,1.07,4.28,0,0,0,0,0,0,0,0,5.35,4.28,0,17.12,0,0,1.07,0,220.38,22.47,0,0,0,16.05,0,0,5.35,21.4,10.7,5.35,0,0,0
21Day,4.02,2.68,2.68,4.02,2.68,0,0,0,0,1.34,0,0,36.14,1.34,5.35,0,28.11,0,0,13.39,0,76.3,12.05,0,0,0,36.14,4.02,0,1.34,4.02,5.35,5.35,0,0,0
3Month,0,6.4,5.44,23.04,0,2.24,36.15,1.92,0,92.47,3.52,0.64,319.95,2.56,4.48,3.2,9.92,2.24,0.96,2.24,2.24,3.52,0,3.52,1.28,0,0.32,3.2,49.59,0,0,0.32,0.64,40.95,18.24,1.6
22Month,0,10.93,15.31,9.84,0,0,29.52,8.2,5.47,288.63,3.83,0,510.03,0.55,1.64,2.73,10.93,0.55,6.56,4.37,0,7.65,0.55,7.65,0.55,1.09,0,1.64,19.68,2.19,2.73,0,0,6.56,0,1.64
