stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,1.07,3.21,0,1.07,0,0,0,0,0,0,0,0,2.14,125.17,4.28,0,6.42,0,0,0,0,36.37,11.77,1.07,0,0,3.21,0,0,0,3.21,0,0,0,0,0
21Day,1.34,0,25.43,44.17,0,1.34,0,0,17.4,0,0,2.68,0,2.68,64.25,1.34,8.03,1.34,6.69,0,0,2.68,0,16.06,10.71,4.02,0,0,1.34,2.68,0,2.68,0,1.34,1.34,0,0,0
3Month,1.28,6.72,71.03,536.55,0.64,0,8,0.96,430.33,10.24,0,93.43,21.12,1.6,1493.84,9.92,19.52,36.15,15.68,5.12,0.96,16.96,5.44,8.64,0,162.53,0.96,0,0.32,16.64,0.64,61.75,2.56,0,0,4.8,58.23,10.88
22Month,1.64,21.87,119.72,336.74,0,0,3.83,1.64,300.11,13.67,2.19,118.62,10.93,0.55,1058.32,2.73,5.47,19.68,24.05,0.55,7.65,18.59,0.55,0.55,0.55,205.54,5.47,1.64,0,0.55,0,8.75,5.47,1.09,0,0,0,4.92
