stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,4.28,0,0,0,0,0,0,0,0,0,0,0,0,7.49,0,5.35,0,0,0,0,1.07,2.14,0,0,0,3.21,0,0,0,0,0,0,0,0,0
21Day,1.34,1.34,0,34.8,0,2.68,0,0,0,0,0,0,1.34,1.34,0,22.76,12.05,17.4,18.74,0,0,10.71,0,4.02,0,0,0,0,8.03,4.02,0,0,0,1.34,17.4,0,0,0
3Month,0,14.72,0.32,69.75,0.32,0,0.32,0,8.96,0,0,5.76,44.79,0.64,4.48,19.2,8.64,13.44,21.76,1.28,0,3.2,1.6,0.96,0.32,0.32,0.64,0,0.64,0.64,0.32,24.32,0.32,0,1.28,5.76,6.08,5.76
22Month,0,10.39,0.55,28.97,0,0,0,3.83,15.85,1.09,0,14.76,3.28,3.28,35.53,3.83,2.19,24.05,8.2,0,0.55,0,0,0,0,2.73,0,4.37,0,0,0,12.57,0,0,0,1.09,0,2.73
