stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,24.52,0,0,0,0,0,0,0,0,0,0,0,8.17,20.43,36.78,8.17,0,0,0,0,8.17,20.43,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,3.21,5.35,0,47.07,6.42,5.35,0,1.07,0,2.14,0,0,0,1.07,0,19.26,195.77,3.21,7.49,0,6.42,0,2.14,68.47,18.19,1.07,2.14,0,9.63,0,1.07,1.07,0,0,0,0,0
21Day,6.69,9.37,4.02,139.21,12.05,13.39,0,8.03,1.34,14.72,0,10.71,2.68,22.76,58.9,13.39,62.91,42.83,33.46,0,2.68,10.71,8.03,65.59,13.39,2.68,20.08,0,20.08,14.72,1.34,6.69,4.02,6.69,1.34,0,24.09
3Month,1.92,6.72,7.68,223.96,2.56,0,1.92,1.28,47.99,52.47,0.64,382.98,50.87,8,175.33,18.24,77.11,51.19,27.84,8.32,0.32,23.04,39.67,17.6,0.96,15.04,24.32,0,1.92,7.68,24.96,1.6,0,0.64,6.4,72.31,53.43
22Month,0.55,13.67,16.4,124.64,0,0,3.83,3.28,42.09,128.46,33.35,826,39.91,12.57,398.51,8.2,25.15,64.51,57.4,1.64,22.96,19.68,1.64,24.6,0,13.67,68.88,3.28,1.09,2.73,28.97,3.83,0.55,0.55,6.01,0,38.27
