stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,8.17,12.26,0,16.35,0,0,0,0,8.17,0,0,0,0,0,8.17,20.43,0,0,0,24.52,2006.42,0,0,0,0,0,0,0,0,0,0,0
72hpf,25.67,5.35,0,14.98,7.49,0,1.07,0,0,0,1.07,1.07,9.63,31.02,3.21,17.12,0,0,1.07,437.54,1847.53,1.07,3.21,0,37.44,1.07,0,203.26,2.14,0,0,0
21Day,1.34,0,0,8.03,12.05,1.34,0,0,0,4.02,1.34,1.34,0,6.69,1.34,6.69,0,1.34,4.02,64.25,485.89,0,0,0,2.68,12.05,0,48.19,0,2.68,1.34,2.68
3Month,0,0,0.32,1.92,0,0,0,0,0,0.64,0.64,0.32,0,0.32,0,0.96,0.32,0,0.32,0.64,1.92,0,0,0,0,0,6.72,1.28,0,0,0,0.32
22Month,0,0.55,0,2.73,0,0,0,0.55,0,3.83,0.55,0.55,0,0,0.55,1.64,0,0,0,0,0.55,0.55,0.55,0.55,0,0,18.59,0,0,0,0,0.55
