stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,9.63,3.21,0,0,0,0,0,0,1.07,0,2.14,0,0,0,0
21Day,5.35,0,0,89.68,17.4,0,1.34,0,1.34,0,1.34,0,5.35,0,4.02,36.14,1.34,12.05,0,0,833.91,0,24.09,10.71,0,0,0,5.35,9.37,0,5.35,1.34,5.35,6.69,0,0,1.34
3Month,0,1.92,2.24,32.63,0,0.96,0.32,3.2,9.92,0,32.95,8.32,0.64,15.68,3.52,7.68,10.56,11.52,2.24,0.32,2360.91,1.28,0.96,0.32,2.88,4.16,0,0.64,5.44,6.4,1.28,2.56,0,0.32,1.92,3.52,10.24
22Month,0,5.47,0.55,11.48,0,0.55,0.55,2.19,14.21,1.64,88.56,6.01,2.73,10.93,0,2.19,9.29,10.93,0.55,2.19,905.26,0,0,0.55,1.64,1.64,0.55,0,2.19,1.64,0.55,1.09,0,0,0.55,0,4.92
