stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,8.17,0,28.6,4.09,0,0,0,0,0,0,12.26,0,0,0,0,0,4.09,16.35,28.6,0,0,0,0,24.52,899.01,4.09,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,7.49,9.63,72.75,0,0,0,0,0,0,0,0,0,0,2.14,27.81,0,12.84,0,1.07,0,0,148.7,267.45,4.28,0,0,26.74,0,0,2.14,0,4.28,0,0,0
21Day,0,0,0,37.48,21.42,74.96,0,1.34,4.02,0,0,0,1.34,0,8.03,1.34,2.68,8.03,1.34,22.76,0,0,0,1.34,53.54,111.1,1.34,0,0,17.4,8.03,2.68,0,5.35,0,0,0,4.02
3Month,0,0.64,2.24,152.94,2.24,0,1.6,0.32,143.02,1.92,0,0,12.16,5.76,0.96,9.92,3.84,4.16,1.92,8.64,1.28,0,10.88,1.92,2.56,8.64,15.68,0,0,0.96,2.24,9.28,3.52,0,0.96,0.96,21.44,2.24
22Month,0,14.21,2.73,59.59,2.73,0,2.19,1.09,47.56,4.37,1.64,0,50.29,0.55,0,13.12,1.64,3.28,1.09,75.44,3.28,2.73,5.47,0,1.64,1.09,20.23,2.19,3.83,1.64,0,9.29,7.11,0,0.55,8.2,0,1.64
