stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,1.07,5.35,1.07,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0
21Day,2.68,1.34,12.05,14.72,2.68,0,1.34,1.34,0,30.79,0,1.34,70.94,0,4.02,0,5.35,0,1.34,2.68,0,6.69,6.69,4.02,0,5.35,0,1.34,0,0,1.34
3Month,0,1.6,10.88,45.11,0,3.52,62.71,3.2,0,289.23,0.64,0,341.39,1.6,2.24,9.28,4.16,0.64,0.64,1.92,0.32,0.96,0.32,13.44,0.32,2.88,1.6,0,0.32,1.6,3.52
22Month,0,6.01,15.31,23.51,0,3.83,22.96,2.73,3.28,488.16,3.83,1.64,285.9,1.09,2.19,2.73,1.09,0,7.65,1.64,0,0,0,9.84,0,1.09,0.55,1.09,0,0,2.73
