stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,20.43,85.81,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,1.07,0,1.07,0,0,0,0,0,1.07,0,0,0,0,0,0,2.14,1.07,2.14,0,0,0,0,6.42,12.84,0,0,0,0,0,1.07,1.07,0,0,0,0,0
21Day,2.68,0,4.02,1.34,1.34,0,1.34,0,0,0,0,0,0,0,5.35,0,0,2.68,1.34,0,0,0,0,9.37,8.03,0,0,0,0,0,1.34,2.68,0,0,0,0,0
3Month,0.64,1.28,39.67,20.8,0,2.56,0,0.32,16.96,8.32,0,14.4,8.32,0.64,859.38,3.2,6.4,13.12,5.44,0.64,0,2.56,1.92,1.6,0.64,1.28,1.6,0,0.32,2.24,113.9,0.32,0,0,2.24,10.88,5.12
22Month,0,2.73,61.77,15.85,0,0,0,0,86.92,15.31,2.19,71.61,2.73,3.83,2650.73,2.19,2.19,96.76,11.48,0.55,2.73,2.73,0,1.09,2.73,5.47,6.01,0.55,1.64,2.19,45.92,8.2,1.09,0,1.09,0.55,5.47
