stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,4.09,0,16.35,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,5.35,11.77,0,0,0,0,0,0,0,0,1.07,0,2.14,6.42,0,0,0,0,0,0,21.4,4.28,2.14,0,1.07,1.07,0,3.21,3.21,0,0,0
21Day,0,0,0,1.34,9.37,1.34,0,0,1.34,0,0,5.35,0,1.34,1.34,0,4.02,0,4.02,0,0,0,0,18.74,1.34,1.34,0,2.68,1.34,5.35,1.34,5.35,0,1.34,0
3Month,0,0.32,1.28,26.56,2.56,0,0.32,0,1.6,3.52,0.32,170.85,3.52,0,4.48,11.2,3.52,1.92,4.48,0.64,0.64,1.28,0.96,9.92,0,2.24,0.32,0.32,2.88,19.2,0.32,0,0.96,446.65,0.64
22Month,0,0.55,0.55,10.39,0.55,0,1.09,0.55,0,1.09,2.19,174.93,0,1.09,1.09,0.55,1.09,1.64,3.83,0,9.84,1.09,0,2.19,0,1.09,1.64,0,0,15.85,0,2.73,0,1.64,0
