stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,73.56,735.55,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,47.07,10.7,0,29.95,134.79,41.72,0,0,0,1.07,0,0,0,2.14,0,5.35,73.82,5.35,43.86,0,2.14,8.56,5803.62,857.97,16.05,24.61,106.98,0,0,138,23.54,21.4,3.21,0,0
21Day,21.42,0,0,56.22,111.1,57.56,0,8.03,1.34,0,0,2.68,0,12.05,5.35,4.02,33.46,2.68,42.83,0,1.34,4.02,1582.15,334.63,14.72,28.11,50.86,45.51,1.34,42.83,38.82,74.96,2.68,0,4.02
3Month,0,0.32,0.32,6.08,5.76,0,0.32,0,0.64,0.96,0.32,8.96,1.92,0,1.6,0,0.64,1.92,1.92,0.64,0,0.32,6.72,0.64,9.28,1.28,0.32,0,2.88,0.96,0,0,0,1.92,1.6
22Month,0,1.64,0.55,2.19,2.73,0,0,0,0,1.64,1.64,32.8,1.64,1.09,3.28,0,1.64,3.83,3.83,0,1.09,0.55,6.01,0.55,14.21,2.19,0,1.09,5.47,5.47,4.37,0,0,0,1.09
