stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,0,0,0,0,8.17,53.12,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,2.14,2.14,3.21,0,0,0,0,0,0,0,0,1.07,10.7,0,12.84,0,0,0,0,68.47,25.67,1.07,2.14,13.91,0,0,0,3.21,1.07,2.14,0,0,0
21Day,2.68,5.35,0,29.45,0,2.68,4.02,1.34,2.68,0,1.34,0,8.03,1.34,0,13.39,4.02,24.09,0,0,0,0,26.77,13.39,1.34,0,9.37,1.34,0,0,0,1.34,1.34,0,0,1.34
3Month,0,4.48,1.6,55.35,0.32,0,1.28,7.68,13.44,0,58.55,10.88,1.92,27.52,2.88,11.2,17.28,10.56,2.24,0.32,3.52,3.84,2.56,0.64,3.2,1.28,1.28,2.24,0.32,12.16,0.32,0,0.64,7.36,6.4,14.4
22Month,1.09,12.57,5.47,27.33,0.55,0,0.55,6.56,9.84,8.75,140.49,10.93,4.37,47.01,1.64,9.29,22.96,14.76,0,2.19,4.92,0,1.64,0.55,3.28,1.64,0.55,0,0,6.56,1.09,0,0,1.64,0,5.47
