stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Spermatocyte
24hpf,8.17,0,24.52,0,0,0,0,4.09,0,0,0,0,4.09,8.17,0,69.47,0,0,44.95,449.5,0,0,20.43,0,0,0,0,0,0
72hpf,1.07,0,5.35,0,0,0,0,0,0,0,0,0,3.21,7.49,0,2.14,0,0,14.98,25.67,1.07,0,3.21,1.07,0,2.14,0,1.07,0
21Day,5.35,0,2.68,2.68,0,0,0,0,0,0,1.34,0,0,0,0,17.4,0,1.34,4.02,10.71,0,0,4.02,0,0,1.34,1.34,0,0
3Month,0,0,0.64,0,0.32,0,0,0,1.28,0,0,0,0,0.64,0.32,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0.64
22Month,0,1.09,0.55,0,0.55,1.09,0.55,0,18.04,0.55,0,1.09,0,0.55,0,3.28,1.09,0,0,0,1.09,2.19,1.64,0,0,0,0,0,0
