stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,8.56,0,1.07,0,1.07,0,0,0,7.49,0,0,0,0,0,0,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,2.68,0,0,8.03,0,48.19,0,57.56,0,20.08,0,1.34,6.69,174.01,0,2.68,5.35,56.22,10.71,0,0,2.68,0,8.03,6.69,2.68,0,0,2.68,5.35,0,0,0,0,2.68,0,0,112.44
3Month,0.32,1.28,0.64,15.36,0,0,3.2,6.4,3.2,90.55,0,14.08,118.06,33.91,6.08,0.64,2.56,70.07,7.04,1.6,0,0.64,1.92,0.64,0.32,0.96,0.96,0,0,2.56,0.64,6.4,0,0,0,3.2,3.2,359.94
22Month,0,3.83,0.55,6.01,0.55,0,2.19,9.29,0.55,334.55,1.09,34.99,109.33,61.23,3.83,0.55,2.19,88.01,7.65,0,1.09,0.55,0,0.55,1.09,0.55,2.73,1.09,0,0,0,5.47,1.64,1.09,0,0,0,112.06
